"Area Code","Area Description","Jur Code","Jur Description","Roll Number","Neigh Code","Neigh Description","Property Address","Street Name","Legal Description",PID,"Primary Actual Use Code","Primary Actual Use Desc","Pred Manual Class Code","Pred Manual Class Desc","Land Actual Value","Improvement Actual Value","Total Actual Value","Land Dimension","Land Size","Land Depth","Document Number 1","Sale Date 1","Sale Price 1","Sale Type 1","Sale Category 1","Sale Status 1","Multi Sale Flag 1","Document No 2","Sale Date 2","Sale Price 2","Sale Type 2","Sale Category 2","Sale Status 2","Multi Sale Flag 2","Document No 3","Sale Date 3","Sale Price 3","Sale Type 3","Sale Category 3","Sale Status 3","Multi Sale Flag 3",lat,lng
23,Kamloops,540,"District of Lillooet",00135926,410,"Old Hop Farm","204 MCKAY RD","MCKAY RD","Lot 1, Plan KAP20675, District Lot 162, Lillooet Land District",007-768-532,020,"Residential Outbuilding Only",0910,"Domestic Garage - Low Quality",63800,12000,75800,Acres,0.52,,CA6674723,13MAR2018,63600,Sale,Improved,Reject,T,CA6284286,08SEP2017,63600,Sale,Improved,Reject,F,,,,,,,,50.7226093,-121.9241962
23,Kamloops,540,"District of Lillooet",00167600,540,"Village Of Lillooet","371 MOUNTAINVIEW RD","MOUNTAINVIEW RD","Lot 3, Block 1, Plan KAP9622, Lillooet Land District",009-674-276,000,"Single Family Dwelling",0080,"1 Sty Sfd - After 1930 - Fair",40600,121000,161600,"Square Feet",9059,,CA6589820,26JAN2018,140000,Sale,Improved,Qualified,F,CA6409307,31OCT2017,140000,Sale,Improved,Reject,F,,,,,,,,50.6811559,-121.9417815
23,Kamloops,540,"District of Lillooet",00171215,540,"Village Of Lillooet","1544 GARDEN ST","GARDEN ST","Lot C, Plan KAP57718, Lillooet Land District",023-546-735,032,"Residential Dwelling with Suite",0145,"1 Sty Sfd - New Standard",39000,321000,360000,"Width * Depth",69.9,113,CA6544035,03JAN2018,425000,Sale,Improved,Qualified,F,CA5248481,09JUN2016,161500,Sale,Improved,Reject,F,LB176685,12MAR2008,52500,Sale,Vacant,Qualified,F,50.6813541,-121.9386339
23,Kamloops,540,"District of Lillooet",00193830,540,"Village Of Lillooet","782 FOSTER DR","FOSTER DR","Lot G, Plan KAP57266, Lillooet Land District, TOWNSITE OF LILLOOET",023-478-802,001,"Vacant Residential Less Than 2 Acres",,"Not Stated",40400,0,40400,Acres,0.14,,CA6654765,01MAR2018,38333,Sale,Vacant,Qualified,T,CA6156748,19JUL2017,66300,Sale,Vacant,Reject,T,CA3189849,20JUN2013,39327,Sale,Vacant,Reject,F,50.6895799,-121.9335004
23,Kamloops,726,"Kamloops Rural",06805010,640,"Rural South",,,"Lot B, Plan EPP51693, District Lot 2887, Kamloops Div of Yale Land District",029-663-938,061,"2 Acres Or More (Vacant)",,"Not Stated",185000,0,185000,Acres,27.675,,CA6654436,01MAR2018,110000,Sale,Vacant,Reject,F,,,,,,,,,,,,,,,50.682124,-120.29667
23,Kamloops,540,"District of Lillooet",00193835,540,"Village Of Lillooet","778 FOSTER DR","FOSTER DR","Lot H, Plan KAP57266, Lillooet Land District, TOWNSITE OF LILLOOET",023-478-811,001,"Vacant Residential Less Than 2 Acres",,"Not Stated",40700,0,40700,Acres,0.14,,CA6654766,01MAR2018,38333,Sale,Vacant,Qualified,T,CA3189850,20JUN2013,39327,Sale,Vacant,Reject,F,CA818026,16JUN2008,45000,Sale,Vacant,Qualified,T,50.6895799,-121.9335004
23,Kamloops,540,"District of Lillooet",00193840,540,"Village Of Lillooet","774 FOSTER DR","FOSTER DR","Lot I, Plan KAP57266, Lillooet Land District, TOWNSITE OF LILLOOET",023-478-829,001,"Vacant Residential Less Than 2 Acres",,"Not Stated",40600,0,40600,Acres,0.14,,CA6654767,01MAR2018,38333,Sale,Vacant,Qualified,F,CA3189851,20JUN2013,39327,Sale,Vacant,Reject,F,CA818027,16JUN2008,45000,Sale,Vacant,Qualified,T,50.6895799,-121.9335004
23,Kamloops,540,"District of Lillooet",00195630,540,"Village Of Lillooet","592 SUMMERS ST","SUMMERS ST","Lot A, Plan KAP49633, District Lot 7555, Lillooet Land District",018-236-944,000,"Single Family Dwelling",0145,"1 Sty Sfd - New Standard",51700,156000,207700,"Square Feet",16791,,CA6607233,02FEB2018,197500,Sale,Improved,Qualified,F,LB131621,02NOV2007,175000,Sale,Improved,Qualified,F,KX64544,25MAY2005,31500,Sale,Vacant,Reject,F,50.6916273,-121.9324519
23,Kamloops,540,"District of Lillooet",00199011,540,"Village Of Lillooet","1539 FLEMING PL","FLEMING PL","Lot 11, Plan KAP84176, Lillooet Land District",027-110-591,001,"Vacant Residential Less Than 2 Acres",,"Not Stated",38700,0,38700,"Square Feet",6092,,CA6669855,09MAR2018,35000,Sale,Vacant,Qualified,F,CA586302,01OCT2007,38000,Sale,Vacant,Qualified,F,,,,,,,,50.6814838,-121.9371594
23,Kamloops,540,"District of Lillooet",00204000,540,"Village Of Lillooet","368 PARK DR","PARK DR","Lot 4, Block 1, Plan KAP7041, District Lot 1588, Lillooet Land District",010-013-776,000,"Single Family Dwelling",0090,"1 Sty Sfd - After 1930 - Std",85600,139000,224600,Acres,0.5,,CA6640117,22FEB2018,315000,Sale,Improved,Qualified,F,CA5005194,25FEB2016,201000,Sale,Improved,Qualified,F,KX128622,14SEP2005,133000,Sale,Improved,Qualified,F,50.6958082,-121.932129
23,Kamloops,540,"District of Lillooet",00248000,540,"Village Of Lillooet","343 PINE ST","PINE ST","Lot 11, Block 3, Plan KAP7041, District Lot 1588, Lillooet Land District",010-059-598,000,"Single Family Dwelling",0140,"1 Sty Sfd - After 1960 - Modern Std",59200,190000,249200,"Width * Depth",80,100,CA6624211,13FEB2018,317500,Sale,Improved,Qualified,F,CA5463133,30AUG2016,270000,Sale,Improved,Qualified,F,LB54581,15MAY2007,192000,Sale,Improved,Qualified,F,50.6974881,-121.9311775
23,Kamloops,540,"District of Lillooet",00277710,540,"Village Of Lillooet","133 MORAN PL","MORAN PL","Lot D, Plan KAP31745, District Lot 1116, Lillooet Land District, Except Plan 32822",003-609-375,228,"Automobile Paint Shop, Garages, Etc.",C780,"Service Commercial",46500,109000,155500,Acres,0.636,,CA6681910,15MAR2018,210000,Sale,Improved,Qualified,F,CA4642887,31AUG2015,150000,Sale,Improved,Reject,F,,,,,,,,50.7044178,-121.9252908
23,Kamloops,540,"District of Lillooet",00310010,540,"Village Of Lillooet","161 HIGHWAY 12","HIGHWAY 12","Lot 1, Plan KAP37482, District Lot 1290, Lillooet Land District",005-498-473,063,"2 Acres Or More (Manufactured Home)",1612,"Manufactured Home-Single Wide - Fair Q",133000,18300,151300,Acres,4.6,,417022,17JAN2018,18300,Sale,"Manufactured Home",Reject,F,CA6256175,29AUG2017,72650,Sale,Improved,Reject,F,KH110659,14NOV1994,19000,Sale,Improved,Qualified,F,50.6841315,-121.9185858
23,Kamloops,540,"District of Lillooet",00730808,410,"Old Hop Farm","1615 AIRPORT RD","AIRPORT RD","Lot 4, Plan KAP34281, District Lot 1299, Lillooet Land District",002-217-317,060,"2 Acres Or More (Single Family Dwelling, Duplex)",0090,"1 Sty Sfd - After 1930 - Std",151000,217000,368000,Acres,4.99,,CA6595469,30JAN2018,469000,Sale,Improved,Reject,F,CA4733984,09OCT2015,294000,Sale,Improved,Reject,F,CA2413858,29FEB2012,283000,Sale,Improved,Qualified,F,50.3145429,-122.7722431
23,Kamloops,540,"District of Lillooet",00731015,410,"Old Hop Farm","417 SUMNER RD","SUMNER RD","Lot 5, Plan KAP5790, District Lot 1300, Lillooet Land District",010-209-387,060,"2 Acres Or More (Single Family Dwelling, Duplex)",8000,"Non-Manualized Structures",227000,71700,298700,Acres,11.44,,CA6591844,26JAN2018,298700,Sale,Improved,Reject,F,,,,,,,,,,,,,,,,
23,Kamloops,729,"Lillooet Rural",00251000,430,"Lillooet Rural","SLOK CREEK RD","SLOK CREEK RD","District Lot 294, Lillooet Land District",013-211-331,150,Beef,0081,"1 1/2 Sty Sfd - After 1930 - Fair",33714,83100,116814,Acres,237.93,,CA6604876,01FEB2018,616065,Sale,Improved,Qualified,T,KD47562,01JUN1990,153000,Sale,Improved,Qualified,T,,,,,,,,,
23,Kamloops,726,"Kamloops Rural",76047120,650,"Blackpool & Sunshine Valley","UNIT 12 130 FERRY RD","FERRY RD","23726 MOUNTAIN MEADOWS Manufactured Home Park, MHP Roll # 23-726-06047.005",,037,"Manufactured Home (Within Manufactured Home Park)",1612,"Manufactured Home-Single Wide - Fair Q",0,17200,17200,,,,417300,29JAN2018,17200,Sale,"Manufactured Home",Qualified,F,353873,15JUN2012,6000,Sale,"Manufactured Home",Reject,F,00318937,20MAY2009,5000,Sale,"Manufactured Home",Reject,F,,
23,Kamloops,726,"Kamloops Rural",70990041,650,"Blackpool & Sunshine Valley","UNIT 4 121 FERRY RD","FERRY RD","23726 KEEKWILLIE Manufactured Home Park, MHP Roll # 23-726-06043.000",,037,"Manufactured Home (Within Manufactured Home Park)",1614,"Manufactured Home-Single Wide - Good Q",0,52300,52300,,,,418563,15MAR2018,51000,Sale,"Manufactured Home",Qualified,F,414048,17OCT2017,9720,Sale,"Manufactured Home",Reject,T,408064,19MAY2017,54000,Sale,"Manufactured Home",Reject,F,,
23,Kamloops,726,"Kamloops Rural",70990010,650,"Blackpool & Sunshine Valley","UNIT 1 121 FERRY RD","FERRY RD","23726 KEEKWILLIE Manufactured Home Park, MHP Roll # 23-726-06043.000",,037,"Manufactured Home (Within Manufactured Home Park)",1614,"Manufactured Home-Single Wide - Good Q",0,69400,69400,,,,418021,23FEB2018,107000,Sale,"Manufactured Home",Qualified,F,408067,19MAY2017,149000,Sale,"Manufactured Home",Reject,F,,,,,,,,,
23,Kamloops,726,"Kamloops Rural",70590020,650,"Blackpool & Sunshine Valley","UNIT 26 1238 FORD RD","FORD RD","23726 PINE GROVE Manufactured Home Park, MHP Roll # 23-726-06037.492",,037,"Manufactured Home (Within Manufactured Home Park)",1612,"Manufactured Home-Single Wide - Fair Q",0,16800,16800,,,,418947,28MAR2018,25900,Sale,"Manufactured Home",Qualified,F,,,,,,,,,,,,,,,,
23,Kamloops,726,"Kamloops Rural",07362000,650,"Blackpool & Sunshine Valley","851 OLD N THOMPSON HWY","OLD N THOMPSON HWY","Parcel A, District Lot 4457, Kamloops Div of Yale Land District, FOR REF TO SUNSET MHP SEE FOLIOS 73620.010 ET AL EXC MOBILE HOME #82244-SEE 07362.001, 23726 SUNSET Manufactured Home Park, MHP Roll # 23-726-07362.000",013-233-254,234,"Manufactured Home Park",D805,"Mobile Home Park",351000,220000,571000,Acres,17.68,,CA6709314,29MAR2018,1185000,Sale,Improved,Qualified,F,CA1941094,21MAR2011,703000,Sale,Improved,Qualified,F,KR93812,05OCT2001,3711,Sale,Improved,Reject,F,50.672496,-120.370616
23,Kamloops,726,"Kamloops Rural",07200100,641,"Rural North","3297 YELLOWHEAD HWY S","YELLOWHEAD HWY","District Lot 3896, Kamloops Div of Yale Land District, Except Plan 28450 & H926",013-213-628,070,"2 Acres Or More (Outbuilding)",0008,"1 Sty Recr Home - All Ages - Fair",185000,10500,195500,Acres,137.18,,CA6627983,15FEB2018,140000,Sale,Improved,Qualified,F,LB92625,03AUG2007,87000,Sale,Improved,Qualified,F,KF2563,10JAN1992,7000,Sale,Vacant,Qualified,F,,
23,Kamloops,726,"Kamloops Rural",06895000,641,"Rural North","4525 MESSITER STATION RD","MESSITER STATION RD","District Lot 3067, Kamloops Div of Yale Land District, Except Plan A14801",013-156-152,061,"2 Acres Or More (Vacant)",,"Not Stated",138700,0,138700,Acres,160,,CA6582369,23JAN2018,163000,Sale,Vacant,Reject,F,LB125414,19OCT2007,111000,Sale,Improved,Qualified,F,KR8112,31JAN2001,340000,Sale,Improved,Qualified,F,,
23,Kamloops,542,"Village of Lytton",00023250,542,"Village Of Lytton","481 FRASER ST","FRASER ST","Lot D, Plan KAP41322, Section 1, Township 15, Range 27, Meridian W6, Kamloops Div of Yale Land District",014-222-876,001,"Vacant Residential Less Than 2 Acres",,"Not Stated",25200,0,25200,"Width * Depth",60,100,CA6613730,06FEB2018,12600,Sale,Vacant,Reject,F,,,,,,,,,,,,,,,50.2320149,-121.5822184
23,Kamloops,726,"Kamloops Rural",06886102,640,"Rural South","644 GROUSE CREEK RD","GROUSE CREEK RD","Lot 2, Plan KAP24030, District Lot 3062, Kamloops Div of Yale Land District",006-155-481,001,"Vacant Residential Less Than 2 Acres",,"Not Stated",52800,0,52800,Acres,0.71,,CA6668048,08MAR2018,46900,Sale,Vacant,Qualified,F,CA5220763,31MAY2016,34000,Sale,Vacant,Qualified,F,CA423055,20APR2007,27000,Sale,Vacant,Reject,F,,
23,Kamloops,542,"Village of Lytton",00023300,542,"Village Of Lytton","185 FIFTH ST","FIFTH ST","Lot E, Plan KAP41322, Section 1, Township 15, Range 27, Meridian W6, Kamloops Div of Yale Land District",014-222-884,201,"Vacant IC&I",,"Not Stated",25500,1600,27100,"Width * Depth",75,100,CA6613731,06FEB2018,13550,Sale,Improved,Reject,F,,,,,,,,,,,,,,,50.232012,-121.5810196
23,Kamloops,726,"Kamloops Rural",06884010,640,"Rural South","600 MOUL CREEK RD","MOUL CREEK RD","Lot A, Plan KAP27199, District Lot 3056, Kamloops Div of Yale Land District, Except Plan KAP69935",004-858-077,061,"2 Acres Or More (Vacant)",,"Not Stated",152000,0,152000,Acres,20.65,,CA6709105,29MAR2018,145000,Sale,Vacant,Qualified,F,CA616674,01NOV2007,100000,Sale,Vacant,Reject,F,KF54047,09JUN1992,40000,Sale,Improved,Qualified,F,,
23,Kamloops,544,"Sun Peaks Mountain Resort",03261178,319,"Sun Peaks","1325 BURFIELD DR","BURFIELD DR","Lot 35, Plan KAP41697, District Lot 3044, Kamloops Div of Yale Land District, & DL 5957 & 1/27 SHARE IN L 51, DL 6282",014-721-066,001,"Vacant Residential Less Than 2 Acres",,"Not Stated",182000,0,182000,Acres,0.17,,CA6650713,28FEB2018,225000,Sale,Vacant,Qualified,F,KC75711,22SEP1989,25000,Sale,Vacant,Qualified,F,,,,,,,,50.8844485,-119.8859113
23,Kamloops,544,"Sun Peaks Mountain Resort",03261204,319,"Sun Peaks","1377 BURFIELD DR","BURFIELD DR","Lot 48, Plan KAP41697, District Lot 3043, Kamloops Div of Yale Land District, & DL 5957 & 6284 & 1/22 SHARE IN L 50 DL 6281",014-721-520,001,"Vacant Residential Less Than 2 Acres",,"Not Stated",184000,0,184000,Acres,0.18,,CA6559593,11JAN2018,210000,Sale,Vacant,Qualified,F,KD13800,16FEB1990,29500,Sale,Improved,Qualified,F,,,,,,,,50.8844485,-119.8859113
23,Kamloops,544,"Sun Peaks Mountain Resort",03261530,319,"Sun Peaks","1337 BURFIELD DR","BURFIELD DR","Strata Lot A, Plan EPS4901, District Lot 3044, Kamloops Div of Yale Land District, & DL 5957; TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE & 1/54 SHARE IN",030-379-024,001,"Vacant Residential Less Than 2 Acres",,"Not Stated",,,,,,,CA6695116,23MAR2018,561400,Sale,Vacant,Qualified,F,,,,,,,,,,,,,,,50.8844485,-119.8859113
23,Kamloops,544,"Sun Peaks Mountain Resort",06820022,319,"Sun Peaks","1240 ALPINE RD","ALPINE RD","Lot B, Plan KAP22444, District Lot 5957, Kamloops Div of Yale Land District",002-713-942,061,"2 Acres Or More (Vacant)",,"Not Stated",759000,0,759000,Acres,3.1,,CA6623475,13FEB2018,1052500,Sale,Vacant,Qualified,F,KJ60237,31JUL1995,450000,Sale,Vacant,Qualified,F,KC105694,31AUG1989,26000,Sale,Vacant,Qualified,F,50.8844485,-119.8859113
23,Kamloops,544,"Sun Peaks Mountain Resort",07070394,319,"Sun Peaks","3185 CREEKSIDE WAY","CREEKSIDE WAY","Strata Lot 23, Plan KAS2025, District Lot 6330, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",024-143-448,233,"Individual Strata Lot (Hotel/Motel)",D765,"Strata Hotel",18196,6699,24895,"Square Feet",464,,CA6614513,07FEB2018,478,Sale,Improved,Qualified,F,CA11632,15JUL2004,11350,Sale,Improved,Reject,F,CA11644,15JUL2004,11350,Sale,Improved,Reject,F,50.8844485,-119.8859113
23,Kamloops,544,"Sun Peaks Mountain Resort",07070396,319,"Sun Peaks","3185 CREEKSIDE WAY","CREEKSIDE WAY","Strata Lot 24, Plan KAS2025, District Lot 6330, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",024-143-456,233,"Individual Strata Lot (Hotel/Motel)",D765,"Strata Hotel",18196,6699,24895,"Square Feet",464,,CA6661608,05MAR2018,478,Sale,Improved,Qualified,F,CA6661609,05MAR2018,,"Sale of Lease",Improved,Reject,F,CA1228160,14AUG2009,2500,Sale,Improved,Reject,F,50.8844485,-119.8859113
23,Kamloops,544,"Sun Peaks Mountain Resort",07070402,319,"Sun Peaks","3185 CREEKSIDE WAY","CREEKSIDE WAY","Strata Lot 27, Plan KAS2025, District Lot 6330, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",024-143-481,233,"Individual Strata Lot (Hotel/Motel)",D765,"Strata Hotel",15173,5480,20653,"Square Feet",385,,CA6653756,28FEB2018,397,Sale,Improved,Qualified,F,CA5979664,08MAY2017,397,Sale,Improved,Reject,F,CA5979665,08MAY2017,,Sale,Improved,Reject,F,50.8844485,-119.8859113
23,Kamloops,544,"Sun Peaks Mountain Resort",07070404,319,"Sun Peaks","3185 CREEKSIDE WAY","CREEKSIDE WAY","Strata Lot 28, Plan KAS2025, District Lot 6330, Kamloops Div of Yale Land District, TOGETHER WITH AN INTEREST IN THE COMMON PROPERTY IN PROPORTION TO THE UNIT ENTITLEMENT OF THE STRATA LOT AS SHOWN ON FORM 1 OR V, AS APPROPRIATE",024-143-499,233,"Individual Strata Lot (Hotel/Motel)",D765,"Strata Hotel",17635,6377,24012,"Square Feet",449,,CA6614731,07FEB2018,461,Sale,Improved,Qualified,F,CA5979739,08MAY2017,461,Sale,Improved,Reject,F,CA5979740,08MAY2017,,Sale,Improved,Reject,F,50.8844485,-119.8859113
23,Kamloops,726,"Kamloops Rural",70992092,650,"Blackpool & Sunshine Valley","UNIT 29 121 FERRY RD","FERRY RD","23726 KEEKWILLIE Manufactured Home Park, MHP Roll # 23-726-06043.000",,037,"Manufactured Home (Within Manufactured Home Park)",1616,"Manufactured Home-Single Wide - Excellent Q",,,,,,,418594,16MAR2018,93250,Sale,"Manufactured Home",Qualified,F,,,,,,,,,,,,,,,,
23,Kamloops,729,"Lillooet Rural",02130116,946,"Tyaughton (Tyax)","TYAUGHTON LAKE S","TYAUGHTON LAKE","Lot 8, Plan KAP23488, District Lot 5382, Lillooet Land District",006-410-308,000,"Single Family Dwelling",0008,"1 Sty Recr Home - All Ages - Fair",181000,103000,284000,Acres,1.2,,417677,09FEB2018,5000,Sale,"Manufactured Home",Reject,F,KD4698,18JAN1990,22000,Sale,Vacant,Qualified,F,,,,,,,,50.9421964,-122.7728739
23,Kamloops,729,"Lillooet Rural",02001000,400,"Bralorne Goldbridge & Bridge R","60 VAN LOON LANE","VAN LOON LANE","Plan KAP4469B, District Lot 4933, Lillooet Land District, Except Plan KAP49243",013-392-123,000,"Single Family Dwelling",0080,"1 Sty Sfd - After 1930 - Fair",40000,107000,147000,Acres,1.12,,CA6574229,18JAN2018,244000,Sale,Improved,Qualified,F,M45056F,15AUG1977,18000,Sale,Improved,Qualified,F,,,,,,,,,
23,Kamloops,729,"Lillooet Rural",01770000,420,"Fountain Valley/Texas Creek","FOUNTAIN VALLEY","FOUNTAIN VALLEY","District Lot 4312, Lillooet Land District, Except Plan KAP58353, EXC PL KAP83726",013-409-948,070,"2 Acres Or More (Outbuilding)",4211,"Gen Purpose Shed & Outbldg - Ave Qlty",55700,5000,60700,Acres,5.65,,CA6600595,31JAN2018,65000,Sale,Improved,Qualified,F,CA5233499,02JUN2016,80000,Sale,Improved,Qualified,F,KK19733,14MAR1996,25000,Sale,Vacant,Qualified,F,50.75216,-121.8933241
23,Kamloops,729,"Lillooet Rural",01408010,430,"Lillooet Rural",YALAKOM,YALAKOM,"Block B, District Lot 3327, Lillooet Land District, Except Plan KAP64709",013-352-539,060,"2 Acres Or More (Single Family Dwelling, Duplex)",0080,"1 Sty Sfd - After 1930 - Fair",104000,113000,217000,Acres,30.24,,WX2075397,19MAR2018,217000,Sale,Improved,Reject,F,CA5644120,14NOV2016,110000,Sale,Improved,Reject,F,LB447106,22FEB2011,30666,Sale,Improved,Reject,F,,
